,Indicator Full Name,Indicator,Area Name,Radius,Year,Time period,Mortality Rate
2078,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2016,2016 - 18,2.38956839274735
2079,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2016,2016 - 18,3.0677438978732203
2080,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2017,2017 - 19,5.43629827695625
2081,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2017,2017 - 19,2.99185933460744
2082,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2017,2017 - 19,3.53838643344234
2083,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2017,2017 - 19,2.06511120997509
2084,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2017,2017 - 19,2.60721743506544
2085,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2006,2006 - 08,2.72676935531634
2086,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2006,2006 - 08,3.27833831966683
2087,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2006,2006 - 08,4.1476908524101095
2088,Mortality rate from asthma,Asthma,NHS North West Surrey CCG,Inner,2006,2006 - 08,1.47
2089,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2006,2006 - 08,2.45416794405829
2090,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2006,2006 - 08,1.76985465159319
2091,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2007,2007 - 09,3.10881334449148
2092,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2007,2007 - 09,3.3266104300317
2093,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2007,2007 - 09,3.4316620192314
2094,Mortality rate from asthma,Asthma,NHS North West Surrey CCG,Inner,2007,2007 - 09,1.23
2095,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2007,2007 - 09,2.46690611400708
2096,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2007,2007 - 09,2.10508039084351
2097,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2008,2008 - 10,2.9829969085407204
2098,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2008,2008 - 10,2.968732833100649
2099,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2008,2008 - 10,3.367125999684009
2100,Mortality rate from asthma,Asthma,NHS North West Surrey CCG,Inner,2008,2008 - 10,1.43
2101,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2008,2008 - 10,2.94678093621356
2102,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2008,2008 - 10,2.15902190186892
2103,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2009,2009 - 11,3.24362718102533
2104,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2009,2009 - 11,2.56072882907522
2105,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2009,2009 - 11,2.79164250400251
2106,Mortality rate from asthma,Asthma,NHS North West Surrey CCG,Inner,2009,2009 - 11,1.76
2107,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2009,2009 - 11,2.88908657310171
2108,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2009,2009 - 11,3.59194295609873
2109,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2010,2010 - 12,2.9771013643387003
2110,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2010,2010 - 12,2.73740919675276
2111,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2010,2010 - 12,3.01215383598685
2112,Mortality rate from asthma,Asthma,NHS North West Surrey CCG,Inner,2010,2010 - 12,2.01
2113,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2010,2010 - 12,2.72377918830338
2114,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2010,2010 - 12,4.15872723481611
2115,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2011,2011 - 13,3.27280901330734
2116,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2011,2011 - 13,2.45870952469788
2117,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2011,2011 - 13,3.11373984422536
2118,Mortality rate from asthma,Asthma,NHS North West Surrey CCG,Inner,2011,2011 - 13,1.7
2119,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2011,2011 - 13,2.4854494527374302
2120,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2011,2011 - 13,3.83508882811434
2121,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2012,2012 - 14,3.5075127590388
2122,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2012,2012 - 14,1.91020280755099
2123,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2012,2012 - 14,2.7384652703797503
2124,Mortality rate from asthma,Asthma,NHS North West Surrey CCG,Inner,2012,2012 - 14,1.18
2125,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2012,2012 - 14,2.37828276679038
2126,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2012,2012 - 14,3.76764345115642
2127,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2013,2013 - 15,4.14045401774447
2128,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2013,2013 - 15,2.60386445550332
2129,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2013,2013 - 15,4.21711506763129
2130,Mortality rate from asthma,Asthma,NHS North West Surrey CCG,Inner,2013,2013 - 15,1.37
2131,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2013,2013 - 15,2.73957428889042
2132,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2013,2013 - 15,3.39109876906816
2133,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2014,2014 - 16,4.65262890851473
2134,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2014,2014 - 16,3.14467064280233
2135,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2014,2014 - 16,4.0678201953665605
2136,Mortality rate from asthma,Asthma,NHS North West Surrey CCG,Inner,2014,2014 - 16,1.66
2137,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2014,2014 - 16,2.76546304068169
2138,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2014,2014 - 16,4.04740157488704
2139,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2015,2015 - 17,5.06055216471963
2140,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2015,2015 - 17,3.28869607329076
2141,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2015,2015 - 17,4.976012269633361
2142,Mortality rate from asthma,Asthma,NHS North West Surrey CCG,Inner,2015,2015 - 17,1.75
2143,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2015,2015 - 17,2.47232469446976
2144,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2015,2015 - 17,3.36713377539993
2145,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2016,2016 - 18,5.498196573060559
2146,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2016,2016 - 18,2.39846220618886
2147,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2016,2016 - 18,2.98814292806068
2148,Mortality rate from asthma,Asthma,NHS North West Surrey CCG,Inner,2016,2016 - 18,1.61
2149,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2016,2016 - 18,2.38956839274735
2150,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2016,2016 - 18,3.0677438978732203
2151,Mortality rate from asthma,Asthma,NHS Ealing CCG,Inner,2017,2017 - 19,5.43629827695625
2152,Mortality rate from asthma,Asthma,NHS Hillingdon CCG,Inner,2017,2017 - 19,2.99185933460744
2153,Mortality rate from asthma,Asthma,NHS Hounslow CCG,Inner,2017,2017 - 19,3.53838643344234
2154,Mortality rate from asthma,Asthma,NHS Buckinghamshire CCG,Inner,2017,2017 - 19,2.06511120997509
2155,Mortality rate from asthma,Asthma,NHS East Berkshire CCG,Inner,2017,2017 - 19,2.60721743506544
2157,Mortality rate from asthma,Asthma,NHS Brent CCG,Outer,2006,2006 - 08,3.56391331040659
2158,Mortality rate from asthma,Asthma,NHS Harrow CCG,Outer,2006,2006 - 08,1.78363025654004
2159,Mortality rate from asthma,Asthma,NHS Herts Valleys CCG,Outer,2006,2006 - 08,1.67220827739807
2160,Mortality rate from asthma,Asthma,NHS Oxfordshire CCG,Outer,2006,2006 - 08,1.89530492434237
2161,Mortality rate from asthma,Asthma,NHS Berkshire West CCG,Outer,2006,2006 - 08,2.3215716148238
2162,Mortality rate from asthma,Asthma,NHS Brent CCG,Outer,2007,2007 - 09,3.0381146414738303
2163,Mortality rate from asthma,Asthma,NHS Herts Valleys CCG,Outer,2007,2007 - 09,1.5815467187770105
2164,Mortality rate from asthma,Asthma,NHS Oxfordshire CCG,Outer,2007,2007 - 09,2.50953235078305
2165,Mortality rate from asthma,Asthma,NHS Berkshire West CCG,Outer,2007,2007 - 09,2.24746043636357
2166,Mortality rate from asthma,Asthma,NHS Brent CCG,Outer,2008,2008 - 10,3.21479520473663
2167,Mortality rate from asthma,Asthma,NHS Herts Valleys CCG,Outer,2008,2008 - 10,1.60760520881999
2168,Mortality rate from asthma,Asthma,NHS Oxfordshire CCG,Outer,2008,2008 - 10,2.59024968439186
2169,Mortality rate from asthma,Asthma,NHS Berkshire West CCG,Outer,2008,2008 - 10,2.9835547078852303
2171,Mortality rate from asthma,Asthma,NHS Brent CCG,Outer,2009,2009 - 11,2.5895885631201003
2172,Mortality rate from asthma,Asthma,NHS Harrow CCG,Outer,2009,2009 - 11,1.6523090058516898
2173,Mortality rate from asthma,Asthma,NHS Herts Valleys CCG,Outer,2009,2009 - 11,1.8008516127284802
2174,Mortality rate from asthma,Asthma,NHS Oxfordshire CCG,Outer,2009,2009 - 11,2.55712483166752
2175,Mortality rate from asthma,Asthma,NHS Berkshire West CCG,Outer,2009,2009 - 11,2.65063293878836
2177,Mortality rate from asthma,Asthma,NHS Brent CCG,Outer,2010,2010 - 12,3.93187239016475
2178,Mortality rate from asthma,Asthma,NHS Harrow CCG,Outer,2010,2010 - 12,2.56248325490715
2179,Mortality rate from asthma,Asthma,NHS Herts Valleys CCG,Outer,2010,2010 - 12,1.60494397103065
2180,Mortality rate from asthma,Asthma,NHS Oxfordshire CCG,Outer,2010,2010 - 12,2.05533955187409
2181,Mortality rate from asthma,Asthma,NHS Berkshire West CCG,Outer,2010,2010 - 12,3.0178517138365204
2183,Mortality rate from asthma,Asthma,NHS Brent CCG,Outer,2011,2011 - 13,4.03138433145416
2184,Mortality rate from asthma,Asthma,NHS Harrow CCG,Outer,2011,2011 - 13,3.48373842180652
2185,Mortality rate from asthma,Asthma,NHS Herts Valleys CCG,Outer,2011,2011 - 13,1.51389220835651
2186,Mortality rate from asthma,Asthma,NHS Oxfordshire CCG,Outer,2011,2011 - 13,2.51836876425488
2187,Mortality rate from asthma,Asthma,NHS Berkshire West CCG,Outer,2011,2011 - 13,3.0927866599857
2189,Mortality rate from asthma,Asthma,NHS Brent CCG,Outer,2012,2012 - 14,4.13438260958111
2190,Mortality rate from asthma,Asthma,NHS Harrow CCG,Outer,2012,2012 - 14,3.8318489340434105
2191,Mortality rate from asthma,Asthma,NHS Herts Valleys CCG,Outer,2012,2012 - 14,1.30282019403472
2192,Mortality rate from asthma,Asthma,NHS Oxfordshire CCG,Outer,2012,2012 - 14,2.21092422486768
2193,Mortality rate from asthma,Asthma,NHS Berkshire West CCG,Outer,2012,2012 - 14,2.8198738200949403
2195,Mortality rate from asthma,Asthma,NHS Brent CCG,Outer,2013,2013 - 15,3.3728845430242504
2196,Mortality rate from asthma,Asthma,NHS Harrow CCG,Outer,2013,2013 - 15,3.40473581473766
2197,Mortality rate from asthma,Asthma,NHS Herts Valleys CCG,Outer,2013,2013 - 15,1.86158621867056
2198,Mortality rate from asthma,Asthma,NHS Oxfordshire CCG,Outer,2013,2013 - 15,1.89540272806979
2199,Mortality rate from asthma,Asthma,NHS Berkshire West CCG,Outer,2013,2013 - 15,2.68942973841377
2201,Mortality rate from asthma,Asthma,NHS Brent CCG,Outer,2014,2014 - 16,2.94025295126249
2202,Mortality rate from asthma,Asthma,NHS Harrow CCG,Outer,2014,2014 - 16,2.68301970607282
2203,Mortality rate from asthma,Asthma,NHS Herts Valleys CCG,Outer,2014,2014 - 16,1.9392608197852
2204,Mortality rate from asthma,Asthma,NHS Oxfordshire CCG,Outer,2014,2014 - 16,1.76612710013529
2205,Mortality rate from asthma,Asthma,NHS Berkshire West CCG,Outer,2014,2014 - 16,2.62107633713554
2207,Mortality rate from asthma,Asthma,NHS Brent CCG,Outer,2015,2015 - 17,3.67577720083872
2208,Mortality rate from asthma,Asthma,NHS Harrow CCG,Outer,2015,2015 - 17,2.92663369953101
2209,Mortality rate from asthma,Asthma,NHS Herts Valleys CCG,Outer,2015,2015 - 17,2.59159306879879
2210,Mortality rate from asthma,Asthma,NHS Oxfordshire CCG,Outer,2015,2015 - 17,2.14833023677198
2211,Mortality rate from asthma,Asthma,NHS Berkshire West CCG,Outer,2015,2015 - 17,2.87399389904046
2213,Mortality rate from asthma,Asthma,NHS Brent CCG,Outer,2016,2016 - 18,3.7365472697802
2214,Mortality rate from asthma,Asthma,NHS Harrow CCG,Outer,2016,2016 - 18,2.98611632881545
2215,Mortality rate from asthma,Asthma,NHS Herts Valleys CCG,Outer,2016,2016 - 18,2.00492154631947
2216,Mortality rate from asthma,Asthma,NHS Oxfordshire CCG,Outer,2016,2016 - 18,2.66253790353106
2217,Mortality rate from asthma,Asthma,NHS Berkshire West CCG,Outer,2016,2016 - 18,3.3596502603045497
2219,Mortality rate from asthma,Asthma,NHS Brent CCG,Outer,2017,2017 - 19,3.47746665656184
2220,Mortality rate from asthma,Asthma,NHS Harrow CCG,Outer,2017,2017 - 19,2.844983017396689
2221,Mortality rate from asthma,Asthma,NHS Herts Valleys CCG,Outer,2017,2017 - 19,1.7068943864978998
2222,Mortality rate from asthma,Asthma,NHS Oxfordshire CCG,Outer,2017,2017 - 19,2.93643199798837
2223,Mortality rate from asthma,Asthma,NHS Berkshire West CCG,Outer,2017,2017 - 19,3.16776307670514
2225,Mortality rate from asthma,Asthma,NHS Brent CCG,Outer,2006,2006 - 08,3.56391331040659
2226,Mortality rate from asthma,Asthma,NHS Croydon CCG,Outer,2006,2006 - 08,2.99
2227,Mortality rate from asthma,Asthma,NHS Harrow CCG,Outer,2006,2006 - 08,1.78363025654004
2228,Mortality rate from asthma,Asthma,NHS Herts Valleys CCG,Outer,2006,2006 - 08,1.67220827739807
2229,Mortality rate from asthma,Asthma,NHS Kingston CCG,Outer,2006,2006 - 08,4.92
2230,Mortality rate from asthma,Asthma,NHS Merton CCG,Outer,2006,2006 - 08,3.09
2231,Mortality rate from asthma,Asthma,NHS Oxfordshire CCG,Outer,2006,2006 - 08,1.89530492434237
2232,Mortality rate from asthma,Asthma,NHS Wandsworth CCG,Outer,2006,2006 - 08,1.92
2233,Mortality rate from asthma,Asthma,NHS Berkshire West CCG,Outer,2006,2006 - 08,2.3215716148238
2234,Mortality rate from asthma,Asthma,NHS Brent CCG,Outer,2007,2007 - 09,3.0381146414738303
2235,Mortality rate from asthma,Asthma,NHS Croydon CCG,Outer,2007,2007 - 09,2.81
2236,Mortality rate from asthma,Asthma,NHS Herts Valleys CCG,Outer,2007,2007 - 09,1.5815467187770105
2237,Mortality rate from asthma,Asthma,NHS Kingston CCG,Outer,2007,2007 - 09,4.16
2238,Mortality rate from asthma,Asthma,NHS Merton CCG,Outer,2007,2007 - 09,2.62
2239,Mortality rate from asthma,Asthma,NHS Oxfordshire CCG,Outer,2007,2007 - 09,2.50953235078305
2240,Mortality rate from asthma,Asthma,NHS Wandsworth CCG,Outer,2007,2007 - 09,2.0
2241,Mortality rate from asthma,Asthma,NHS Berkshire West CCG,Outer,2007,2007 - 09,2.24746043636357
2242,Mortality rate from asthma,Asthma,NHS Brent CCG,Outer,2008,2008 - 10,3.21479520473663
2243,Mortality rate from asthma,Asthma,NHS Croydon CCG,Outer,2008,2008 - 10,1.58
2244,Mortality rate from asthma,Asthma,NHS Herts Valleys CCG,Outer,2008,2008 - 10,1.60760520881999
2245,Mortality rate from asthma,Asthma,NHS Merton CCG,Outer,2008,2008 - 10,2.87
2246,Mortality rate from asthma,Asthma,NHS Oxfordshire CCG,Outer,2008,2008 - 10,2.59024968439186
2247,Mortality rate from asthma,Asthma,NHS Richmond CCG,Outer,2008,2008 - 10,2.51
2248,Mortality rate from asthma,Asthma,NHS Guildford and Waverley CCG,Outer,2008,2008 - 10,1.9
2249,Mortality rate from asthma,Asthma,NHS Berkshire West CCG,Outer,2008,2008 - 10,2.9835547078852303
2251,Mortality rate from asthma,Asthma,NHS Brent CCG,Outer,2009,2009 - 11,2.5895885631201003
2252,Mortality rate from asthma,Asthma,NHS Croydon CCG,Outer,2009,2009 - 11,1.67
2253,Mortality rate from asthma,Asthma,NHS Harrow CCG,Outer,2009,2009 - 11,1.6523090058516898
2254,Mortality rate from asthma,Asthma,NHS Herts Valleys CCG,Outer,2009,2009 - 11,1.8008516127284802
2255,Mortality rate from asthma,Asthma,NHS Merton CCG,Outer,2009,2009 - 11,2.53
2256,Mortality rate from asthma,Asthma,NHS Oxfordshire CCG,Outer,2009,2009 - 11,2.55712483166752
2257,Mortality rate from asthma,Asthma,NHS Richmond CCG,Outer,2009,2009 - 11,2.46
2258,Mortality rate from asthma,Asthma,NHS Guildford and Waverley CCG,Outer,2009,2009 - 11,1.66
2259,Mortality rate from asthma,Asthma,NHS Berkshire West CCG,Outer,2009,2009 - 11,2.65063293878836
2261,Mortality rate from asthma,Asthma,NHS Brent CCG,Outer,2010,2010 - 12,3.93187239016475
2262,Mortality rate from asthma,Asthma,NHS Croydon CCG,Outer,2010,2010 - 12,2.12
2263,Mortality rate from asthma,Asthma,NHS Harrow CCG,Outer,2010,2010 - 12,2.56248325490715
2264,Mortality rate from asthma,Asthma,NHS Herts Valleys CCG,Outer,2010,2010 - 12,1.60494397103065
2265,Mortality rate from asthma,Asthma,NHS Merton CCG,Outer,2010,2010 - 12,2.99
2266,Mortality rate from asthma,Asthma,NHS Oxfordshire CCG,Outer,2010,2010 - 12,2.05533955187409
2267,Mortality rate from asthma,Asthma,NHS Richmond CCG,Outer,2010,2010 - 12,2.46
2268,Mortality rate from asthma,Asthma,NHS Sutton CCG,Outer,2010,2010 - 12,2.47
2269,Mortality rate from asthma,Asthma,NHS Guildford and Waverley CCG,Outer,2010,2010 - 12,3.21
2270,Mortality rate from asthma,Asthma,NHS Berkshire West CCG,Outer,2010,2010 - 12,3.0178517138365204
2272,Mortality rate from asthma,Asthma,NHS Brent CCG,Outer,2011,2011 - 13,4.03138433145416
2273,Mortality rate from asthma,Asthma,NHS Croydon CCG,Outer,2011,2011 - 13,2.18
2274,Mortality rate from asthma,Asthma,NHS Harrow CCG,Outer,2011,2011 - 13,3.48373842180652
2275,Mortality rate from asthma,Asthma,NHS Herts Valleys CCG,Outer,2011,2011 - 13,1.51389220835651
2276,Mortality rate from asthma,Asthma,NHS Kingston CCG,Outer,2011,2011 - 13,3.44
2277,Mortality rate from asthma,Asthma,NHS Merton CCG,Outer,2011,2011 - 13,2.26
2278,Mortality rate from asthma,Asthma,NHS Oxfordshire CCG,Outer,2011,2011 - 13,2.51836876425488
2279,Mortality rate from asthma,Asthma,NHS Sutton CCG,Outer,2011,2011 - 13,2.8
2280,Mortality rate from asthma,Asthma,NHS Guildford and Waverley CCG,Outer,2011,2011 - 13,2.31
2281,Mortality rate from asthma,Asthma,NHS Berkshire West CCG,Outer,2011,2011 - 13,3.0927866599857
2283,Mortality rate from asthma,Asthma,NHS Brent CCG,Outer,2012,2012 - 14,4.13438260958111
